id,product_id,color,price,season,image_url,name,brand,gender,category,isTrendy
662,AD121J0AB-C11,Grey,50,SUMMER,https://secure-i1.ztat.net/detail/AD/12/1J/0A/BC/11/AD121J0AB-C11@14.jpg,FIREBIRD - Tracksuit top - medium grey heather,adidas Originals,FEMALE,womens-clothing-sweatshirts,0
663,NA621J014-K11,Blue,85,SUMMER,https://secure-i3.ztat.net/detail/NA/62/1J/01/4K/11/NA621J014-K11@16.jpg,BELAND - Tracksuit top - regal blue,Napapijri,FEMALE,womens-clothing-sweatshirts,0
664,PE121J01Q-C11,Grey,60,SUMMER,https://secure-i4.ztat.net/detail/PE/12/1J/01/QC/11/PE121J01Q-C11@18.jpg,MONI - Sweatshirt - light grey marl,Pepe Jeans,FEMALE,womens-clothing-sweatshirts,0
665,NA621J014-A11,White,85,SUMMER,https://secure-i3.ztat.net/detail/NA/62/1J/01/4A/11/NA621J014-A11@2.jpg,BELAND - Tracksuit top - neutro,Napapijri,FEMALE,womens-clothing-sweatshirts,0
666,AM221J00D-A11,White,60,SUMMER,https://secure-i5.ztat.net/detail/AM/22/1J/00/DA/11/AM221J00D-A11@12.jpg,SONOMA - Sweatshirt - blanc,American Vintage,FEMALE,womens-clothing-sweatshirts,0
667,GD221D016-J11,Pink,60,SUMMER,https://secure-i4.ztat.net/detail/GD/22/1D/01/6J/11/GD221D016-J11@2.jpg,Sweatshirt - rose,Gaudi,FEMALE,womens-clothing-sweatshirts,0
668,GS221D018-P11,Petrol,50,SUMMER,https://secure-i6.ztat.net/detail/GS/22/1D/01/8P/11/GS221D018-P11@16.jpg,LINDS - Sweatshirt - reflecting pond,Gsus sindustries,FEMALE,womens-clothing-sweatshirts,0
669,LA221J007-C11,Grey,105,SUMMER,https://secure-i5.ztat.net/detail/LA/22/1J/00/7C/11/LA221J007-C11@12.1.jpg,Sweatshirt - grau,Lacoste,FEMALE,womens-clothing-sweatshirts,0
670,RO521J03S-M11,Green,42,SUMMER,https://secure-i6.ztat.net/detail/RO/52/1J/03/SM/11/RO521J03S-M11@16.jpg,GIRLSOFINEA - Sweatshirt - sea glass,Roxy,FEMALE,womens-clothing-sweatshirts,0
671,HI121J01P-C11,Grey,70,SUMMER,https://secure-i5.ztat.net/detail/HI/12/1J/01/PC/11/HI121J01P-C11@14.jpg,SAMANTHA - Sweatshirt - light grey,Hilfiger Denim,FEMALE,womens-clothing-sweatshirts,0
672,TO121J010-A11,White,100,SUMMER,https://secure-i4.ztat.net/detail/TO/12/1J/01/0A/11/TO121J010-A11@15.1.jpg,EVA - Tracksuit top - snow white heather,Tommy Hilfiger,FEMALE,womens-clothing-sweatshirts,0
673,TO121J010-D11,Grey,100,SUMMER,https://secure-i6.ztat.net/detail/TO/12/1J/01/0D/11/TO121J010-D11@14.jpg,EVA - Tracksuit top - grey,Tommy Hilfiger,FEMALE,womens-clothing-sweatshirts,0
674,EV421J04F-C11,Grey,21,SUMMER,https://secure-i5.ztat.net/detail/EV/42/1J/04/FC/11/EV421J04F-C11@12.1.jpg,Sweatshirt - light grey melange,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
675,PA941B00G-C12,Grey,90,SUMMER,https://secure-i3.ztat.net/detail/PA/94/1B/00/GC/12/PA941B00G-C12@16.jpg,BETTER SWEATER - Tracksuit top - raw linen,Patagonia,FEMALE,womens-clothing-sweatshirts,0
676,EV421J04A-A11,White,21,SUMMER,https://secure-i4.ztat.net/detail/EV/42/1J/04/AA/11/EV421J04A-A11@14.jpg,Sweatshirt - white/dark blue,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
677,AM221J00D-I11,Lilac,60,SUMMER,https://secure-i1.ztat.net/detail/AM/22/1J/00/DI/11/AM221J00D-I11@16.jpg,SONOMA - Sweatshirt - crepusule,American Vintage,FEMALE,womens-clothing-sweatshirts,0
678,GW221J01D-K11,Blue,65,SUMMER,https://secure-i5.ztat.net/detail/GW/22/1J/01/DK/11/GW221J01D-K11@16.jpg,SOSI - Sweatshirt - navy,Gwynedds,FEMALE,womens-clothing-sweatshirts,0
679,8AN21J006-A11,White,60,SUMMER,https://secure-i3.ztat.net/detail/8A/N2/1J/00/6A/11/8AN21J006-A11@14.jpg,Sweatshirt - off-white,Anna Scott,FEMALE,womens-clothing-sweatshirts,0
680,LF121I001-103,Grey,55,WINTER,https://secure-i3.ztat.net/detail/LF/12/1I/00/11/03/LF121I001-103@5.jpg,HILDE - Tracksuit top - grey,The Local Firm,FEMALE,womens-clothing-sweatshirts,0
681,D1721G00G-402,Pink,13,WINTER,https://secure-i1.ztat.net/detail/D1/72/1G/00/G4/02/D1721G00G-402@1.1.jpg,Tracksuit top - pink,DOROTENNIS,FEMALE,womens-clothing-sweatshirts,0
682,EV421J04F-A11,White,21,SUMMER,https://secure-i1.ztat.net/detail/EV/42/1J/04/FA/11/EV421J04F-A11@16.jpg,Sweatshirt - offwhite,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
683,EV421J04I-C11,Grey,25,SUMMER,https://secure-i6.ztat.net/detail/EV/42/1J/04/IC/11/EV421J04I-C11@14.jpg,Sweatshirt - light grey melange,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
684,EV421J04I-A11,White,25,SUMMER,https://secure-i2.ztat.net/detail/EV/42/1J/04/IA/11/EV421J04I-A11@14.jpg,Sweatshirt - offwhite,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
685,NI121J03C-Q11,Black,50,SUMMER,https://secure-i5.ztat.net/detail/NI/12/1J/03/CQ/11/NI121J03C-Q11@15.jpg,Sweatshirt - black / white,Nike Sportswear,FEMALE,womens-clothing-sweatshirts,0
686,GW221J01C-C11,Grey,85,SUMMER,https://secure-i2.ztat.net/detail/GW/22/1J/01/CC/11/GW221J01C-C11@16.jpg,OBBY - Sweatshirt - hellgrau,Gwynedds,FEMALE,womens-clothing-sweatshirts,0
687,GW221J01B-A11,White,75,SUMMER,https://secure-i5.ztat.net/detail/GW/22/1J/01/BA/11/GW221J01B-A11@16.jpg,IKIM - Sweatshirt - white,Gwynedds,FEMALE,womens-clothing-sweatshirts,0
688,GS121J028-K11,Blue,80,SUMMER,https://secure-i3.ztat.net/detail/GS/12/1J/02/8K/11/GS121J028-K11@14.jpg,LYKER - Sweatshirt - bleach aged,G-Star,FEMALE,womens-clothing-sweatshirts,0
689,NA621J018-N11,Olive,150,SUMMER,https://secure-i6.ztat.net/detail/NA/62/1J/01/8N/11/NA621J018-N11@14.jpg,Tracksuit top - scout,Napapijri,FEMALE,womens-clothing-sweatshirts,0
690,GW221J01A-A11,White,75,SUMMER,https://secure-i4.ztat.net/detail/GW/22/1J/01/AA/11/GW221J01A-A11@14.jpg,IKI - Sweatshirt - white,Gwynedds,FEMALE,womens-clothing-sweatshirts,0
691,NA621J017-C11,Grey,150,SUMMER,https://secure-i6.ztat.net/detail/NA/62/1J/01/7C/11/NA621J017-C11@14.jpg,BASILIA - Tracksuit top - grau,Napapijri,FEMALE,womens-clothing-sweatshirts,0
692,PU141G00G-J11,Pink,50,SUMMER,https://secure-i5.ztat.net/detail/PU/14/1G/00/GJ/11/PU141G00G-J11@9.jpg,FUN - Tracksuit top - virtual pink,Puma,FEMALE,womens-clothing-sweatshirts,0
693,VE121J022-J11,Pink,29,SUMMER,https://secure-i4.ztat.net/detail/VE/12/1J/02/2J/11/VE121J022-J11@14.jpg,VMISABELLA  - Tracksuit top - raspberry rose,Vero Moda,FEMALE,womens-clothing-sweatshirts,0
694,VE121J022-K11,Blue,29,SUMMER,https://secure-i6.ztat.net/detail/VE/12/1J/02/2K/11/VE121J022-K11@2.jpg,VMISABELLA  - Tracksuit top - black iris,Vero Moda,FEMALE,womens-clothing-sweatshirts,0
695,RO521J03R-C11,Grey,42,SUMMER,https://secure-i3.ztat.net/detail/RO/52/1J/03/RC/11/RO521J03R-C11@14.jpg,Sweatshirt - grau meliert,Roxy,FEMALE,womens-clothing-sweatshirts,0
696,VE121J022-C11,Grey,29,SUMMER,https://secure-i1.ztat.net/detail/VE/12/1J/02/2C/11/VE121J022-C11@16.jpg,VMISABELLA  - Tracksuit top - medium grey melange,Vero Moda,FEMALE,womens-clothing-sweatshirts,0
697,PE121J01Q-M11,Green,60,SUMMER,https://secure-i2.ztat.net/detail/PE/12/1J/01/QM/11/PE121J01Q-M11@16.jpg,MONI - Sweatshirt - 657water green,Pepe Jeans,FEMALE,womens-clothing-sweatshirts,0
698,K4421D030-A11,White,21,SUMMER,https://secure-i1.ztat.net/detail/K4/42/1D/03/0A/11/K4421D030-A11@12.jpg,Sweatshirt - off-white,KIOMI,FEMALE,womens-clothing-sweatshirts,0
699,BO121D04V-B11,Beige,85,SUMMER,https://secure-i2.ztat.net/detail/BO/12/1D/04/VB/11/BO121D04V-B11@16.jpg,TEXPLORE - Sweatshirt - dark beige,BOSS Orange,FEMALE,womens-clothing-sweatshirts,0
700,K4421D030-K11,Blue,21,SUMMER,https://secure-i5.ztat.net/detail/K4/42/1D/03/0K/11/K4421D030-K11@14.jpg,Sweatshirt - true blue,KIOMI,FEMALE,womens-clothing-sweatshirts,0
701,RO521J03Q-C11,Beige,42,SUMMER,https://secure-i1.ztat.net/detail/RO/52/1J/03/QC/11/RO521J03Q-C11@13.jpg,NEW SIGNATURE - Tracksuit top - beige,Roxy,FEMALE,womens-clothing-sweatshirts,0
702,RO521J03Q-E11,Yellow,42,SUMMER,https://secure-i6.ztat.net/detail/RO/52/1J/03/QE/11/RO521J03Q-E11@15.1.jpg,NEW SIGNATURE - Tracksuit top - bright gold,Roxy,FEMALE,womens-clothing-sweatshirts,0
703,TR121J017-H11,Orange,160,SUMMER,https://secure-i3.ztat.net/detail/TR/12/1J/01/7H/11/TR121J017-H11@16.jpg,Tracksuit top - sunset,True Religion,FEMALE,womens-clothing-sweatshirts,0
704,PR021J002-502,Blue,44,WINTER,https://secure-i1.ztat.net/detail/PR/02/1J/00/25/02/PR021J002-502@14.3.jpg,ENRICA - Tracksuit top - caribe,Praio,FEMALE,womens-clothing-sweatshirts,0
705,IC221J009-C11,Grey,36,WINTER,https://secure-i2.ztat.net/detail/IC/22/1J/00/9C/11/IC221J009-C11@1.jpg,POLLY - Sweatshirt - grey,ICHI,FEMALE,womens-clothing-sweatshirts,0
706,FL921J001-103,Grey,90,WINTER,https://secure-i3.ztat.net/detail/FL/92/1J/00/11/03/FL921J001-103@1.1.jpg,EZIO - Cardigan - grey,Francis Leon,FEMALE,womens-clothing-sweatshirts,0
707,ZA821J000-B00,Beige,15,WINTER,https://secure-i1.ztat.net/detail/ZA/82/1J/00/0B/00/ZA821J000-B00@1.1.jpg,Tracksuit top - beige melange,Zalando Essentials,FEMALE,womens-clothing-sweatshirts,0
708,TO721J00O-C00,Grey,14,WINTER,https://secure-i6.ztat.net/detail/TO/72/1J/00/OC/00/TO721J00O-C00@5.jpg,Sweatshirt - middle grey melange,Tom Tailor Denim,FEMALE,womens-clothing-sweatshirts,0
709,UR621J00J-802,Black,26,WINTER,https://secure-i3.ztat.net/detail/UR/62/1J/00/J8/02/UR621J00J-802@20.jpg,Tracksuit top - black/white,Urban Classics,FEMALE,womens-clothing-sweatshirts,0
710,NI121J01L-802,Black,40,SUMMER,https://secure-i6.ztat.net/detail/NI/12/1J/01/L8/02/NI121J01L-802@1.2.jpg,GYM VINTAGE - Tracksuit top - black/sail,Nike Sportswear,FEMALE,womens-clothing-sweatshirts,0
711,TW421J01R-M11,Green,21,SUMMER,https://secure-i5.ztat.net/detail/TW/42/1J/01/RM/11/TW421J01R-M11@14.jpg,Tracksuit top - light green melange,TWINTIP,FEMALE,womens-clothing-sweatshirts,0
712,RO521I010-C11,Grey,60,SUMMER,https://secure-i1.ztat.net/detail/RO/52/1I/01/0C/11/RO521I010-C11@14.jpg,MIDNIGHT BLOOM  - Tracksuit top - grey,Roxy,FEMALE,womens-clothing-sweatshirts,0
713,UP121J005-112,Grey,15,WINTER,https://secure-i3.ztat.net/detail/UP/12/1J/00/51/12/UP121J005-112@1.1.jpg,Tracksuit top - grey,Ulla Popken,FEMALE,womens-clothing-sweatshirts,0
714,TW421J01W-C11,Grey,17,SUMMER,https://secure-i2.ztat.net/detail/TW/42/1J/01/WC/11/TW421J01W-C11@2.jpg,Sweatshirt - grey melange,TWINTIP,FEMALE,womens-clothing-sweatshirts,0
715,TW421J01W-J11,Pink,17,SUMMER,https://secure-i1.ztat.net/detail/TW/42/1J/01/WJ/11/TW421J01W-J11@12.jpg,Sweatshirt - rose melange,TWINTIP,FEMALE,womens-clothing-sweatshirts,0
716,PA941B00G-M11,Green,90,SUMMER,https://secure-i6.ztat.net/detail/PA/94/1B/00/GM/11/PA941B00G-M11@13.1.jpg,BETTER SWEATER - Tracksuit top - nettle green,Patagonia,FEMALE,womens-clothing-sweatshirts,0
717,TW421J020-G11,Red,25,SUMMER,https://secure-i5.ztat.net/detail/TW/42/1J/02/0G/11/TW421J020-G11@16.jpg,Tracksuit top - red,TWINTIP,FEMALE,womens-clothing-sweatshirts,0
718,TW421J020-Q11,Black,25,SUMMER,https://secure-i5.ztat.net/detail/TW/42/1J/02/0Q/11/TW421J020-Q11@14.jpg,Tracksuit top - black,TWINTIP,FEMALE,womens-clothing-sweatshirts,0
719,TW421J020-K11,Blue,25,SUMMER,https://secure-i5.ztat.net/detail/TW/42/1J/02/0K/11/TW421J020-K11@14.jpg,Tracksuit top - blue melange,TWINTIP,FEMALE,womens-clothing-sweatshirts,0
720,TR121J017-A11,White,160,SUMMER,https://secure-i1.ztat.net/detail/TR/12/1J/01/7A/11/TR121J017-A11@15.jpg,Tracksuit top - white,True Religion,FEMALE,womens-clothing-sweatshirts,0
721,TE421I00M-Q11,Black,110,SUMMER,https://secure-i6.ztat.net/detail/TE/42/1I/00/MQ/11/TE421I00M-Q11@14.jpg,LANIE - Sweatshirt - black,Ted Baker,FEMALE,womens-clothing-sweatshirts,0
722,P4321J007-A11,White,225,SUMMER,https://secure-i5.ztat.net/detail/P4/32/1J/00/7A/11/P4321J007-A11@2.1.jpg,Sweatshirt - white,Pierre Balmain,FEMALE,womens-clothing-sweatshirts,0
723,TR121J017-J11,Pink,160,SUMMER,https://secure-i1.ztat.net/detail/TR/12/1J/01/7J/11/TR121J017-J11@16.jpg,Tracksuit top - pink,True Religion,FEMALE,womens-clothing-sweatshirts,0
724,K4421J00I-A11,White,29,SUMMER,https://secure-i2.ztat.net/detail/K4/42/1J/00/IA/11/K4421J00I-A11@14.jpg,Sweatshirt - off-white,KIOMI,FEMALE,womens-clothing-sweatshirts,0
725,PE121J01R-C11,Grey,60,SUMMER,https://secure-i5.ztat.net/detail/PE/12/1J/01/RC/11/PE121J01R-C11@16.jpg,LOVI - Sweatshirt - 913lt grey marl,Pepe Jeans,FEMALE,womens-clothing-sweatshirts,0
726,K4421J000-C00,Grey,12,WINTER,https://secure-i6.ztat.net/detail/K4/42/1J/00/0C/00/K4421J000-C00@1.1.jpg,Sweatshirt - grey melange,KIOMI,FEMALE,womens-clothing-sweatshirts,0
727,AD121D09R-A11,White,50,SUMMER,https://secure-i1.ztat.net/detail/AD/12/1D/09/RA/11/AD121D09R-A11@2.jpg,Tracksuit top - chalk white,adidas Originals,FEMALE,womens-clothing-sweatshirts,0
728,AD121J0A9-Q11,Black,45,SUMMER,https://secure-i4.ztat.net/detail/AD/12/1J/0A/9Q/11/AD121J0A9-Q11@16.jpg,GRAPHIC - Sweatshirt - black,adidas Originals,FEMALE,womens-clothing-sweatshirts,0
729,AD121J09Z-C11,Grey,45,SUMMER,https://secure-i2.ztat.net/detail/AD/12/1J/09/ZC/11/AD121J09Z-C11@15.jpg,GRAPHIC - Sweatshirt - medium grey heather,adidas Originals,FEMALE,womens-clothing-sweatshirts,0
730,DE121J00A-K11,Blue,80,SUMMER,https://secure-i6.ztat.net/detail/DE/12/1J/00/AK/11/DE121J00A-K11@14.jpg,Sweatshirt - twilight blue,Desigual,FEMALE,womens-clothing-sweatshirts,0
731,EV421J041-K11,Blue,21,SUMMER,https://secure-i4.ztat.net/detail/EV/42/1J/04/1K/11/EV421J041-K11@14.jpg,Sweatshirt - dark blue,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
732,PU141G00H-Q11,Black,60,SUMMER,https://secure-i5.ztat.net/detail/PU/14/1G/00/HQ/11/PU141G00H-Q11@14.jpg,Tracksuit top - black,Puma,FEMALE,womens-clothing-sweatshirts,0
733,DE121J00A-G11,Red,80,SUMMER,https://secure-i4.ztat.net/detail/DE/12/1J/00/AG/11/DE121J00A-G11@14.jpg,Sweatshirt - geranium,Desigual,FEMALE,womens-clothing-sweatshirts,0
734,EV421J04E-C11,Grey,21,SUMMER,https://secure-i6.ztat.net/detail/EV/42/1J/04/EC/11/EV421J04E-C11@16.jpg,Sweatshirt - light grey melange,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
735,AD121D09I-C11,Grey,30,SUMMER,https://secure-i6.ztat.net/detail/AD/12/1D/09/IC/11/AD121D09I-C11@14.jpg,TKO - Sweatshirt - medium grey heather,adidas Originals,FEMALE,womens-clothing-sweatshirts,0
736,AD121J0A3-Q11,Black,45,SUMMER,https://secure-i2.ztat.net/detail/AD/12/1J/0A/3Q/11/AD121J0A3-Q11@14.jpg,Tracksuit top - black,adidas Originals,FEMALE,womens-clothing-sweatshirts,0
737,RE321J00K-A11,White,70,SUMMER,https://secure-i2.ztat.net/detail/RE/32/1J/00/KA/11/RE321J00K-A11@16.jpg,Sweatshirt - offwhite,Replay,FEMALE,womens-clothing-sweatshirts,0
738,VA221J00U-Q11,Black,50,WINTER,https://secure-i6.ztat.net/detail/VA/22/1J/00/UQ/11/VA221J00U-Q11@16.jpg,LINK - Tracksuit top - mottled black,Vans,FEMALE,womens-clothing-sweatshirts,0
739,EV421J040-C11,Grey,29,SUMMER,https://secure-i1.ztat.net/detail/EV/42/1J/04/0C/11/EV421J040-C11@14.jpg,Tracksuit top - light grey melange,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
740,EV421J041-C11,Grey,21,SUMMER,https://secure-i6.ztat.net/detail/EV/42/1J/04/1C/11/EV421J041-C11@14.jpg,Sweatshirt - light grey melange,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
741,EV421J040-Q11,Black,29,SUMMER,https://secure-i5.ztat.net/detail/EV/42/1J/04/0Q/11/EV421J040-Q11@14.jpg,Tracksuit top - black,Even&Odd,FEMALE,womens-clothing-sweatshirts,0
742,1SI21D01M-T11,Multi-coloured,75,SUMMER,https://secure-i5.ztat.net/detail/1S/I2/1D/01/MT/11/1SI21D01M-T11@16.jpg,KIMHATO - Sweatshirt - multicoloured,Silvian Heach,FEMALE,womens-clothing-sweatshirts,0
743,NI121J03C-C11,Grey,50,SUMMER,https://secure-i2.ztat.net/detail/NI/12/1J/03/CC/11/NI121J03C-C11@16.jpg,Sweatshirt - dark grey heather,Nike Sportswear,FEMALE,womens-clothing-sweatshirts,0
744,4JO21J00Z-K11,Blue,55,SUMMER,https://secure-i5.ztat.net/detail/4J/O2/1J/00/ZK/11/4JO21J00Z-K11@14.jpg,BEACHY - Sweatshirt - french navy,Tom Joule,FEMALE,womens-clothing-sweatshirts,0
745,ON321A07N-952,Blue,25,ALL,https://secure-i3.ztat.net/detail/ON/32/1A/07/N9/52/ON321A07N-952@1.1.jpg,ROCK IT - Blouse - denim,ONLY,FEMALE,womens-clothing-blouses,0
746,ON321E02S-K11,White,22,ALL,https://secure-i6.ztat.net/detail/ON/32/1E/02/SK/11/ON321E02S-K11@7.jpg,Blouse - cloud dancer,ONLY,FEMALE,womens-clothing-blouses,0
747,ON321A07L-952,Blue,24,ALL,https://secure-i6.ztat.net/detail/ON/32/1A/07/L9/52/ON321A07L-952@1.2.jpg,ROCK IT - Blouse - denim,ONLY,FEMALE,womens-clothing-blouses,0
748,ON321A07K-952,Blue,25,ALL,https://secure-i3.ztat.net/detail/ON/32/1A/07/K9/52/ON321A07K-952@1.1.jpg,ROCK IT - Blouse - blue,ONLY,FEMALE,womens-clothing-blouses,0
749,TO221E03B-K12,Blue,23,ALL,https://secure-i2.ztat.net/detail/TO/22/1E/03/BK/12/TO221E03B-K12@4.jpg,CLARA - Blouse - bonnie blue,Tom Tailor,FEMALE,womens-clothing-blouses,0
750,ES121E03E-K11,Blue,20,ALL,https://secure-i5.ztat.net/detail/ES/12/1E/03/EK/11/ES121E03E-K11@3.jpg,Blouse - cinder blue,Esprit,FEMALE,womens-clothing-blouses,0
751,VE121D0F7-Q11,Black,14,ALL,https://secure-i2.ztat.net/detail/VE/12/1D/0F/7Q/11/VE121D0F7-Q11@5.jpg,BOCA - Blouse - black,Vero Moda,FEMALE,womens-clothing-blouses,0
752,ES421E02C-A00,White,39,ALL,https://secure-i4.ztat.net/detail/ES/42/1E/02/CA/00/ES421E02C-A00@5.1.jpg,Blouse - white,ESPRIT Collection,FEMALE,womens-clothing-blouses,0
753,VL421E01Z-A00,White,75,ALL,https://secure-i2.ztat.net/detail/VL/42/1E/01/ZA/00/VL421E01Z-A00@1.1.jpg,PAYTON - Blouse - white,van Laack,FEMALE,womens-clothing-blouses,0
754,3SE21E01X-A11,White,80,ALL,https://secure-i6.ztat.net/detail/3S/E2/1E/01/XA/11/3SE21E01X-A11@1.1.jpg,Blouse - weiß,Seidensticker,FEMALE,womens-clothing-blouses,0
755,3SE21E00E-002,White,80,ALL,https://secure-i5.ztat.net/detail/3S/E2/1E/00/E0/02/3SE21E00E-002@1.1.jpg,Shirt - white,Seidensticker,FEMALE,womens-clothing-blouses,0
756,RE121E001-402,Pink,110,ALL,https://secure-i1.ztat.net/detail/RE/12/1E/00/14/02/RE121E001-402@1.1.jpg,Shirt - rose,René Lezard,FEMALE,womens-clothing-blouses,0
757,RE121E001-002,White,110,ALL,https://secure-i5.ztat.net/detail/RE/12/1E/00/10/02/RE121E001-002@1.1.jpg,Blouse - weiß,René Lezard,FEMALE,womens-clothing-blouses,0
758,ES421E02C-Q00,Black,39,ALL,https://secure-i4.ztat.net/detail/ES/42/1E/02/CQ/00/ES421E02C-Q00@5.jpg,Blouse - black,ESPRIT Collection,FEMALE,womens-clothing-blouses,0
759,3SE21E00E-802,Black,60,ALL,https://secure-i3.ztat.net/detail/3S/E2/1E/00/E8/02/3SE21E00E-802@1.1.jpg,Blouse - black,Seidensticker,FEMALE,womens-clothing-blouses,0
760,CO121E040-A11,White,32,SUMMER,https://secure-i1.ztat.net/detail/CO/12/1E/04/0A/11/CO121E040-A11@7.jpg,Blouse - white,"comma,",FEMALE,womens-clothing-blouses,0
761,SE521E012-Q00,Black,41,SUMMER,https://secure-i5.ztat.net/detail/SE/52/1E/01/2Q/00/SE521E012-Q00@4.jpg,DYNELLA - Tunic - black,Selected Femme,FEMALE,womens-clothing-blouses,0
762,CO121E040-K11,Pink,32,SUMMER,https://secure-i3.ztat.net/detail/CO/12/1E/04/0K/11/CO121E040-K11@7.jpg,Blouse - pink,"comma,",FEMALE,womens-clothing-blouses,0
763,M5821E02K-K00,Blue,34,ALL,https://secure-i4.ztat.net/detail/M5/82/1E/02/KK/00/M5821E02K-K00@1.1.jpg,Blouse - blau,More & More,FEMALE,womens-clothing-blouses,0
764,ON321A07M-952,Blue,25,ALL,https://secure-i3.ztat.net/detail/ON/32/1A/07/M9/52/ON321A07M-952@1.1.jpg,ROCK IT - Blouse - denim,ONLY,FEMALE,womens-clothing-blouses,0
765,RE121E001-502,Blue,110,ALL,https://secure-i6.ztat.net/detail/RE/12/1E/00/15/02/RE121E001-502@1.1.jpg,Blouse - hellblau,René Lezard,FEMALE,womens-clothing-blouses,0
766,VE121E05O-A12,White,22,ALL,https://secure-i1.ztat.net/detail/VE/12/1E/05/OA/12/VE121E05O-A12@14.jpg,IVAR - Blouse - snow white,Vero Moda,FEMALE,womens-clothing-blouses,0
767,VE121E05O-Q12,Black,22,ALL,https://secure-i6.ztat.net/detail/VE/12/1E/05/OQ/12/VE121E05O-Q12@5.2.jpg,IVAR - Blouse - black,Vero Moda,FEMALE,womens-clothing-blouses,0
768,ES121E03E-A11,White,29,ALL,https://secure-i1.ztat.net/detail/ES/12/1E/03/EA/11/ES121E03E-A11@3.jpg,Blouse - white,Esprit,FEMALE,womens-clothing-blouses,0
769,4BE21E02C-A11,White,21,SUMMER,https://secure-i3.ztat.net/detail/4B/E2/1E/02/CA/11/4BE21E02C-A11@4.1.jpg,Blouse - white,Benetton,FEMALE,womens-clothing-blouses,0
770,VE121X00A-002,White,21,ALL,https://secure-i2.ztat.net/detail/VE/12/1X/00/A0/02/VE121X00A-002@10.1.jpg,COUSIN - Blouse - optical white,Vero Moda,FEMALE,womens-clothing-blouses,0
771,SE421E00I-J00,Orange,60,SUMMER,https://secure-i4.ztat.net/detail/SE/42/1E/00/IJ/00/SE421E00I-J00@13.jpg,KAY - Blouse - nude,Second Female,FEMALE,womens-clothing-blouses,0
772,M5821E02K-A00,White,34,ALL,https://secure-i2.ztat.net/detail/M5/82/1E/02/KA/00/M5821E02K-A00@1.1.jpg,Blouse - weiss,More & More,FEMALE,womens-clothing-blouses,0
773,TO221D06I-K12,Blue,35,ALL,https://secure-i3.ztat.net/detail/TO/22/1D/06/IK/12/TO221D06I-K12@14.jpg,Blouse - real navy blue,Tom Tailor,FEMALE,womens-clothing-blouses,0
774,CO121E041-A11,White,28,SUMMER,https://secure-i6.ztat.net/detail/CO/12/1E/04/1A/11/CO121E041-A11@7.jpg,Blouse - white,"comma,",FEMALE,womens-clothing-blouses,0
775,VE121X00A-802,Black,21,ALL,https://secure-i5.ztat.net/detail/VE/12/1X/00/A8/02/VE121X00A-802@1.3.jpg,COUSIN - Shirt - black,Vero Moda,FEMALE,womens-clothing-blouses,0
776,AN621E026-Q11,Black,29,ALL,https://secure-i5.ztat.net/detail/AN/62/1E/02/6Q/11/AN621E026-Q11@7.jpg,Blouse - black,Anna Field,FEMALE,womens-clothing-blouses,0
777,V1021E047-Q11,Black,14,ALL,https://secure-i3.ztat.net/detail/V1/02/1E/04/7Q/11/V1021E047-Q11@6.jpg,EMPIRE - Blouse - black,Vila,FEMALE,womens-clothing-blouses,0
778,TO221D06I-K11,Blue,35,ALL,https://secure-i2.ztat.net/detail/TO/22/1D/06/IK/11/TO221D06I-K11@12.jpg,Blouse - yonder blue,Tom Tailor,FEMALE,womens-clothing-blouses,0
779,CO121E040-J11,Blue,32,SUMMER,https://secure-i4.ztat.net/detail/CO/12/1E/04/0J/11/CO121E040-J11@7.jpg,Blouse - blue,"comma,",FEMALE,womens-clothing-blouses,0
780,3SE21E00N-002,White,65,ALL,https://secure-i5.ztat.net/detail/3S/E2/1E/00/N0/02/3SE21E00N-002@6.jpg,Blouse - weiß,Seidensticker,FEMALE,womens-clothing-blouses,0
781,TO221D06I-A11,White,35,ALL,https://secure-i6.ztat.net/detail/TO/22/1D/06/IA/11/TO221D06I-A11@12.jpg,Blouse - whisper white,Tom Tailor,FEMALE,womens-clothing-blouses,0
782,LE221E01S-K11,Blue,49,ALL,https://secure-i6.ztat.net/detail/LE/22/1E/01/SK/11/LE221E01S-K11@10.jpg,Blouse - blue,Levi's®,FEMALE,womens-clothing-blouses,0
783,VE121E038-J11,Pink,21,SUMMER,https://secure-i2.ztat.net/detail/VE/12/1E/03/8J/11/VE121E038-J11@4.3.jpg,Body - rose smoke,Vero Moda,FEMALE,womens-clothing-blouses,0
784,VE121E038-605,Blue,25,SUMMER,https://secure-i1.ztat.net/detail/VE/12/1E/03/86/05/VE121E038-605@1.2.jpg,Blouse - green/blue slate,Vero Moda,FEMALE,womens-clothing-blouses,0
785,VE121E038-402,Red,25,SUMMER,https://secure-i3.ztat.net/detail/VE/12/1E/03/84/02/VE121E038-402@17.jpg,Blouse - raspberry rose,Vero Moda,FEMALE,womens-clothing-blouses,0
